Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,LowQualFinSF,Fireplaces,FireplaceQu,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
449,50,RM,50,8600,Reg,IDOTRR,1.5Fin,1937,1950,780,596,0,1,Gd,0,6,2006,WD,Normal,119500
450,50,RM,50,6000,Reg,OldTown,1.5Fin,1948,2002,679,504,0,0,NA,0,6,2007,WD,Normal,120000
451,30,RM,70,5684,Reg,OldTown,1Story,1930,2005,813,0,0,0,NA,0,6,2006,WD,Normal,110000
452,20,RL,62,70761,IR1,ClearCr,1Story,1975,1975,1533,0,0,2,TA,0,12,2006,WD,Normal,280000
453,60,RL,NA,9303,IR1,Timber,2Story,1996,1997,888,868,0,0,NA,0,7,2007,WD,Normal,204000
454,60,FV,75,9000,Reg,Somerst,2Story,2008,2008,786,804,0,0,NA,0,6,2009,WD,Normal,210000
455,90,RL,63,9297,Reg,Mitchel,1Story,1976,1976,1728,0,0,0,NA,0,7,2006,WD,Family,188000
456,20,RL,80,9600,Reg,NWAmes,1Story,1973,1973,1242,0,0,1,TA,0,9,2007,WD,Normal,175500
457,70,RM,34,4571,Reg,OldTown,2Story,1916,1950,624,720,0,0,NA,0,5,2008,COD,Abnorml,98000
458,20,RL,NA,53227,IR1,ClearCr,1Story,1954,1994,1663,0,0,2,Gd,0,3,2008,WD,Normal,256000
459,70,RM,NA,5100,Reg,OldTown,2Story,1925,1996,833,833,0,1,Gd,0,6,2008,WD,Normal,161000
460,50,RL,NA,7015,IR1,BrkSide,1.5Fin,1950,1950,979,224,0,1,TA,0,7,2009,WD,Normal,110000
461,60,FV,75,8004,IR1,Somerst,2Story,2009,2009,832,1103,0,0,NA,0,12,2009,New,Partial,263435
462,70,RL,60,7200,Reg,SWISU,2Story,1936,2007,575,560,0,0,NA,0,4,2009,WD,Normal,155000
463,20,RL,60,8281,IR1,Sawyer,1Story,1965,1965,864,0,0,1,Po,0,12,2009,WD,Normal,62383
464,70,RL,74,11988,IR1,Crawfor,2Story,1934,1995,849,811,0,1,Gd,0,8,2008,WD,Normal,188700
465,20,RL,60,8430,Reg,CollgCr,1Story,1978,1978,1040,0,0,0,NA,0,8,2009,WD,Normal,124000
466,120,RM,NA,3072,Reg,Blmngtn,1Story,2004,2004,1414,0,0,1,TA,0,5,2006,WD,Normal,178740
467,20,RL,85,10628,Reg,NAmes,1Story,1970,1970,1277,0,0,1,Po,0,4,2007,WD,Normal,167000
468,70,RL,79,9480,Reg,NAmes,2Story,1942,1995,888,756,0,2,Gd,0,6,2007,WD,Normal,146500
469,20,RL,98,11428,IR1,NridgHt,1Story,2006,2006,1634,0,0,1,Gd,0,5,2007,WD,Normal,250000
470,60,RL,76,9291,IR1,SawyerW,2Story,1993,1993,832,878,0,0,NA,0,6,2008,WD,Normal,187000
471,120,RL,NA,6820,IR1,StoneBr,1Story,1985,1985,1502,0,0,0,NA,0,6,2010,WD,Normal,212000
472,60,RL,92,11952,Reg,NWAmes,2Story,1977,1977,1161,808,0,1,Gd,0,11,2007,WD,Normal,190000
473,180,RM,35,3675,Reg,Edwards,SLvl,2005,2005,1072,0,0,0,NA,0,6,2008,WD,Normal,148000
474,20,RL,110,14977,IR1,NridgHt,1Story,2006,2007,1976,0,0,1,Ex,0,7,2007,New,Partial,440000
475,120,RL,41,5330,Reg,StoneBr,1Story,2000,2000,1652,0,0,0,NA,0,8,2007,WD,Normal,251000
476,20,RL,80,8480,Reg,Sawyer,1Story,1963,1963,970,0,0,0,NA,0,7,2007,WD,Normal,132500
477,20,RL,75,13125,Reg,CollgCr,1Story,1997,1998,1493,0,0,1,TA,0,4,2008,WD,Normal,208900
478,60,RL,105,13693,Reg,NridgHt,2Story,2006,2006,2069,574,0,1,Gd,0,3,2007,WD,Normal,380000
479,20,RL,79,10637,Reg,CollgCr,1Story,2007,2008,1718,0,0,1,Gd,0,9,2009,WD,Normal,297000
480,30,RM,50,5925,Reg,OldTown,1Story,1937,2000,1131,0,0,0,NA,0,3,2007,WD,Alloca,89471
481,20,RL,98,16033,IR1,NridgHt,1Story,2004,2005,1850,0,0,1,Gd,0,3,2006,WD,Normal,326000
482,20,RL,72,11846,IR1,NridgHt,1Story,2003,2004,1792,0,0,1,Gd,0,8,2006,WD,Normal,374000
483,70,RM,50,2500,Reg,OldTown,2Story,1915,2005,916,910,0,1,Gd,0,6,2009,WD,Normal,155000
484,120,RM,32,4500,Reg,Mitchel,1Story,1998,1998,1216,0,0,0,NA,0,5,2006,WD,Normal,164000
485,20,RL,NA,7758,IR1,Sawyer,1Story,1962,2001,999,0,0,0,NA,0,3,2007,WD,Normal,132500
486,20,RL,80,9600,Reg,NAmes,1Story,1950,2007,1113,0,0,1,Gd,0,7,2009,WD,Normal,147000
487,20,RL,79,10289,Reg,NAmes,1Story,1965,1965,1073,0,0,0,NA,0,6,2007,WD,Normal,156000
488,20,RL,70,12243,IR1,NWAmes,1Story,1971,1971,1484,0,0,1,TA,0,2,2007,WD,Normal,175000
489,190,RL,60,10800,Reg,OldTown,1.5Fin,1900,1970,1766,648,0,1,Gd,0,5,2006,ConLD,Normal,160000
490,180,RM,21,1526,Reg,MeadowV,SFoyer,1970,2002,630,0,0,0,NA,0,5,2009,WD,Normal,86000
491,160,RM,NA,2665,Reg,MeadowV,2Story,1976,1976,616,688,0,1,Gd,0,6,2008,WD,Normal,115000
492,50,RL,79,9490,Reg,NAmes,1.5Fin,1941,1950,958,620,0,2,TA,0,8,2006,WD,Normal,133000
493,60,RL,105,15578,IR1,Gilbert,2Story,2006,2006,728,728,0,0,NA,0,5,2006,New,Partial,172785
494,20,RL,70,7931,Reg,NAmes,1Story,1960,1960,1269,0,0,1,Fa,0,6,2008,WD,Normal,155000
495,30,RM,50,5784,Reg,OldTown,1Story,1938,1996,886,0,0,0,NA,0,12,2009,WD,Normal,91300
496,30,C (all),60,7879,Reg,IDOTRR,1Story,1920,1950,720,0,0,0,NA,0,11,2009,WD,Abnorml,34900
497,20,RL,NA,12692,IR1,NoRidge,1Story,1992,1993,3228,0,0,1,Gd,0,5,2007,WD,Normal,430000
498,50,RL,60,9120,Reg,BrkSide,1.5Fin,1925,1950,1133,687,0,0,NA,0,6,2008,WD,Normal,184000
499,20,RL,65,7800,Reg,Sawyer,1Story,1967,2004,899,0,0,0,NA,0,6,2009,WD,Normal,130000
500,20,RL,70,7535,IR1,NAmes,1Story,1958,1985,912,0,0,0,NA,480,6,2007,WD,Normal,120000
501,160,RM,21,1890,Reg,BrDale,2Story,1973,1973,672,546,0,0,NA,0,5,2007,WD,Normal,113000
502,60,FV,75,9803,Reg,Somerst,2Story,2005,2005,866,902,0,0,NA,0,2,2008,WD,Normal,226700
503,20,RL,70,9170,Reg,Edwards,1Story,1965,1965,1214,0,0,0,NA,400,4,2007,WD,Normal,140000
504,20,RL,100,15602,IR1,Crawfor,1Story,1959,1997,1801,0,0,2,TA,0,3,2010,WD,Normal,289000
505,160,RL,24,2308,Reg,NPkVill,2Story,1974,1974,855,467,0,1,Fa,0,6,2009,WD,Normal,147000
506,90,RM,60,7596,Reg,OldTown,2Story,1952,1952,960,1000,0,0,NA,0,7,2009,COD,Normal,124500
507,60,RL,80,9554,IR1,SawyerW,2Story,1993,1994,1065,846,0,1,TA,0,9,2006,WD,Normal,215000
508,20,FV,75,7862,IR1,Somerst,1Story,2009,2009,1218,0,0,0,NA,0,9,2009,New,Partial,208300
509,70,RM,60,9600,Reg,OldTown,2Story,1928,2005,689,689,0,1,Gd,0,10,2008,WD,Normal,161000
510,20,RL,80,9600,Reg,NAmes,1Story,1959,1959,1041,0,0,0,NA,0,7,2009,WD,Normal,124500
511,20,RL,75,14559,Reg,NAmes,1Story,1951,2000,1363,0,0,2,TA,2000,6,2009,WD,Normal,164900
512,120,RL,40,6792,IR1,NridgHt,1Story,2005,2006,1368,0,0,1,Gd,0,3,2006,New,Partial,202665
513,20,RL,70,9100,Reg,NAmes,1Story,1958,1958,864,0,0,0,NA,0,7,2006,WD,Normal,129900
514,20,RL,71,9187,Reg,Mitchel,1Story,1983,1983,1080,0,0,0,NA,0,6,2007,WD,Normal,134000
515,45,RL,55,10594,Reg,Crawfor,1.5Unf,1926,1950,789,0,0,0,NA,0,6,2007,WD,Normal,96500
516,20,RL,94,12220,Reg,NridgHt,1Story,2009,2009,2020,0,0,1,Gd,0,9,2009,New,Partial,402861
517,80,RL,NA,10448,IR1,NWAmes,SLvl,1972,1972,1378,741,0,1,TA,0,8,2009,COD,Abnorml,158000
518,60,RL,79,10208,IR1,NoRidge,2Story,1996,1997,1277,1067,0,1,TA,0,7,2009,WD,Normal,265000
519,60,RL,NA,9531,IR1,CollgCr,2Story,1998,1998,882,914,0,0,NA,0,5,2007,WD,Normal,211000
520,70,RL,53,10918,Reg,Crawfor,2Story,1926,2004,1276,804,0,2,Gd,0,6,2009,WD,Normal,234000
521,190,RL,60,10800,Reg,OldTown,2Story,1900,2000,694,600,0,0,NA,0,8,2008,WD,Normal,106250
522,20,RL,90,11988,IR1,NAmes,1Story,1957,1957,1244,0,0,2,Gd,0,5,2007,WD,Normal,150000
523,50,RM,50,5000,Reg,BrkSide,1.5Fin,1947,1950,1004,660,0,2,Gd,0,10,2006,WD,Normal,159000
524,60,RL,130,40094,IR1,Edwards,2Story,2007,2008,3138,1538,0,1,Gd,0,10,2007,New,Partial,184750
525,60,RL,95,11787,IR1,NoRidge,2Story,1996,1997,1383,1015,0,1,TA,0,8,2007,WD,Normal,315750
526,20,FV,62,7500,Reg,Somerst,1Story,2005,2005,1266,0,0,1,TA,0,4,2006,WD,Normal,176000
527,20,RL,70,13300,Reg,NAmes,1Story,1956,2000,928,0,0,0,NA,0,6,2007,WD,Normal,132000
528,60,RL,67,14948,IR1,NridgHt,2Story,2008,2008,1476,1237,0,1,Gd,0,11,2008,New,Partial,446261
529,30,RL,58,9098,IR1,Edwards,1Story,1920,2002,605,0,0,0,NA,0,7,2007,WD,Normal,86000
530,20,RL,NA,32668,IR1,Crawfor,1Story,1957,1975,2515,0,0,2,TA,0,3,2007,WD,Alloca,200624
531,80,RL,85,10200,Reg,Timber,SLvl,1988,1989,1509,0,0,1,Fa,0,8,2008,WD,Abnorml,175000
532,70,RM,60,6155,IR1,BrkSide,2Story,1920,1999,751,611,0,0,NA,0,6,2008,WD,Normal,128000
533,20,RL,60,7200,Reg,NAmes,1Story,1955,2007,827,0,0,1,Po,0,4,2010,WD,Normal,107500
534,20,RL,50,5000,Reg,BrkSide,1Story,1946,1950,334,0,0,0,NA,0,1,2007,WD,Normal,39300
535,60,RL,74,9056,IR1,Gilbert,2Story,2004,2004,707,707,0,1,Gd,0,10,2006,WD,Normal,178000
536,190,RL,70,7000,Reg,Edwards,2Story,1910,1991,820,527,0,0,NA,0,1,2008,WD,Normal,107500
537,60,RL,57,8924,IR1,CollgCr,2Story,1998,1999,880,844,0,0,NA,0,7,2008,WD,Normal,188000
538,20,RL,NA,12735,IR1,NAmes,1Story,1972,1972,864,0,0,0,NA,0,4,2008,COD,Normal,111250
539,20,RL,NA,11553,IR1,Sawyer,1Story,1968,1968,1159,0,0,1,Fa,0,7,2006,WD,Normal,158000
540,20,RL,NA,11423,Reg,CollgCr,1Story,2001,2002,1601,0,0,1,TA,2000,5,2010,WD,Normal,272000
541,20,RL,85,14601,Reg,Timber,1Story,2006,2006,1838,0,0,1,Gd,0,3,2009,WD,Normal,315000
542,60,RL,NA,11000,Reg,NoRidge,2Story,2000,2000,997,1288,0,1,TA,0,6,2007,WD,Normal,248000
543,20,RL,78,10140,Reg,NWAmes,1Story,1998,1999,1680,0,0,1,TA,0,6,2009,WD,Normal,213250
544,120,RH,34,4058,Reg,NAmes,SFoyer,1998,1998,767,0,0,0,NA,0,6,2007,WD,Normal,133000
545,60,RL,58,17104,IR1,Gilbert,2Story,2006,2006,664,832,0,1,Gd,0,9,2006,New,Partial,179665
546,50,RL,NA,13837,IR1,NWAmes,1.5Fin,1988,1988,1377,806,0,0,NA,0,2,2006,WD,Normal,229000
547,50,RL,70,8737,IR1,BrkSide,1.5Fin,1923,1950,915,720,0,1,Gd,0,5,2007,WD,Normal,210000
548,85,RL,54,7244,Reg,Mitchel,SFoyer,1970,1970,768,0,0,0,NA,0,4,2007,WD,Normal,129500
549,20,RM,49,8235,IR1,OldTown,1Story,1955,1995,825,0,0,0,NA,0,6,2008,WD,Normal,125000
550,60,FV,75,9375,Reg,Somerst,2Story,2003,2004,912,1182,0,1,Gd,0,11,2009,WD,Normal,263000
551,120,RL,53,4043,Reg,NPkVill,1Story,1977,1977,1069,0,0,0,NA,0,10,2008,COD,Abnorml,140000
552,20,RM,50,6000,Reg,OldTown,1Story,1957,1957,928,0,0,0,NA,0,6,2008,WD,Normal,112500
553,20,RL,87,11146,IR1,NridgHt,1Story,2006,2006,1717,0,0,1,Gd,0,7,2009,WD,Normal,255500
554,20,RL,67,8777,Reg,Edwards,1Story,1949,2003,1126,0,0,0,NA,0,5,2009,WD,Normal,108000
555,60,RL,85,10625,Reg,NridgHt,2Story,2003,2004,1006,1040,0,1,Gd,0,8,2008,WD,Normal,284000
556,45,RM,58,6380,Reg,BrkSide,1.5Unf,1922,1950,1048,0,0,1,Gd,0,8,2006,WD,Normal,113000
557,20,RL,69,14850,IR1,NAmes,1Story,1957,1957,1092,0,0,1,TA,0,5,2006,WD,Normal,141000
558,50,C (all),60,11040,Reg,IDOTRR,1.5Fin,1920,1950,897,439,0,0,NA,0,9,2006,COD,Normal,108000
559,60,RL,57,21872,IR2,Gilbert,2Story,1996,1997,729,717,0,1,TA,0,8,2008,WD,Normal,175000
560,120,RL,NA,3196,Reg,Blmngtn,1Story,2003,2004,1557,0,0,1,TA,0,10,2006,WD,Normal,234000
561,20,RL,NA,11341,IR1,Sawyer,1Story,1957,1996,1392,0,0,1,Gd,0,5,2010,WD,Normal,121500
562,20,RL,77,10010,Reg,Mitchel,1Story,1974,1975,1389,0,0,1,TA,0,4,2006,WD,Normal,170000
563,30,RL,63,13907,Reg,Edwards,1Story,1940,1969,996,0,0,1,Gd,0,7,2008,WD,Normal,108000
564,50,RL,66,21780,Reg,Edwards,1.5Fin,1918,1950,1163,511,0,1,Gd,0,7,2008,WD,Normal,185000
565,60,RL,NA,13346,IR1,NoRidge,2Story,1992,2000,1166,1129,0,1,TA,0,7,2006,WD,Normal,268000
566,70,RL,66,6858,Reg,SWISU,2Story,1915,1950,841,806,0,0,NA,0,5,2010,WD,Normal,128000
567,60,RL,77,11198,IR1,StoneBr,2Story,2005,2007,1134,1370,0,1,Gd,0,6,2008,WD,Normal,325000
568,20,RL,70,10171,IR1,NridgHt,1Story,2004,2004,1535,0,0,0,NA,0,3,2010,WD,Normal,214000
569,50,RL,79,12327,IR1,SawyerW,1.5Fin,1983,2009,1496,636,0,1,Gd,0,9,2009,WD,Normal,316600
570,90,RL,NA,7032,IR1,NAmes,SFoyer,1979,1979,943,0,0,2,TA,0,12,2006,WD,Normal,135960
571,90,RL,74,13101,IR1,NAmes,1Story,1965,1965,1728,0,0,0,NA,0,11,2008,WD,Normal,142600
572,20,RL,60,7332,Reg,NAmes,1Story,1959,1959,864,0,0,0,NA,0,10,2006,WD,Abnorml,120000
573,60,RL,83,13159,IR1,Timber,2Story,2009,2009,846,846,0,0,NA,0,7,2009,New,Partial,224500
574,80,RL,76,9967,IR1,Gilbert,SLvl,2000,2000,774,656,0,1,TA,0,12,2007,WD,Normal,170000
575,80,RL,70,10500,Reg,NAmes,SLvl,1971,2005,576,533,0,0,NA,0,12,2007,WD,Normal,139000
576,50,RL,80,8480,Reg,NAmes,1.5Fin,1947,1950,832,384,0,0,NA,0,10,2008,COD,Abnorml,118500
577,50,RL,52,6292,Reg,SWISU,1.5Fin,1928,1950,877,600,0,1,Gd,0,8,2009,WD,Normal,145000
578,80,RL,96,11777,IR1,Sawyer,SLvl,1966,1966,1320,0,0,2,Fa,0,5,2006,WD,Abnorml,164500
579,160,FV,34,3604,Reg,Somerst,2Story,2007,2007,703,689,0,0,NA,0,2,2008,WD,Abnorml,146000
580,50,RM,81,12150,Reg,OldTown,1.5Fin,1954,1954,1050,745,0,0,NA,0,11,2008,WD,Normal,131500
581,20,RL,NA,14585,IR1,NAmes,1Story,1960,1987,1429,0,0,2,Gd,0,6,2007,WD,Normal,181900
582,20,RL,98,12704,Reg,NridgHt,1Story,2008,2009,2042,0,0,1,Gd,0,8,2009,New,Partial,253293
583,90,RL,81,11841,Reg,Edwards,SFoyer,1990,1990,816,0,0,0,NA,0,5,2007,WD,Normal,118500
584,75,RM,75,13500,Reg,OldTown,2.5Unf,1893,2000,1521,1254,0,1,Gd,0,7,2008,WD,Normal,325000
585,50,RM,51,6120,Reg,BrkSide,1.5Fin,1935,1995,989,584,0,0,NA,0,7,2009,WD,Normal,133000
586,20,RL,88,11443,Reg,Timber,1Story,2005,2006,2028,0,0,2,Gd,0,3,2006,New,Partial,369900
587,30,RL,55,10267,Reg,BrkSide,1Story,1918,2000,838,0,0,0,NA,0,5,2008,WD,Normal,130000
588,85,RL,74,8740,IR1,Sawyer,SFoyer,1982,1982,860,0,0,0,NA,0,7,2009,WD,Normal,137000
589,20,RL,65,25095,IR1,ClearCr,1Story,1968,2003,1473,0,0,2,Gd,0,6,2009,WD,Partial,143000
590,40,RM,50,9100,Reg,BrkSide,1Story,1930,1960,779,0,156,0,NA,600,8,2008,WD,Normal,79500
591,60,RL,64,8320,Reg,CollgCr,2Story,2004,2004,770,812,0,0,NA,0,9,2008,WD,Normal,185900
592,60,RL,97,13478,IR1,NridgHt,2Story,2008,2008,1728,568,0,1,Gd,0,6,2009,ConLI,Normal,451950
593,20,RL,60,6600,Reg,Mitchel,1Story,1982,2003,816,0,0,0,NA,0,6,2008,WD,Normal,138000
594,120,RM,NA,4435,Reg,CollgCr,1Story,2003,2003,848,0,0,0,NA,0,5,2009,WD,Normal,140000
595,20,RL,88,7990,IR1,CollgCr,1Story,1975,1975,924,0,0,0,NA,0,4,2008,WD,Normal,110000
596,20,RL,69,11302,IR1,StoneBr,1Story,2005,2006,1826,0,0,1,TA,0,8,2006,New,Partial,319000
597,70,RM,60,3600,Reg,OldTown,2Story,1910,1993,684,684,0,0,NA,0,10,2006,WD,Normal,114504
598,120,RL,53,3922,Reg,Blmngtn,1Story,2006,2007,1402,0,0,1,Gd,0,2,2007,New,Partial,194201
599,20,RL,80,12984,Reg,Crawfor,1Story,1977,1977,1647,0,0,1,TA,0,3,2006,WD,Normal,217500
600,160,RM,24,1950,Reg,Blueste,2Story,1980,1980,716,840,0,1,TA,0,7,2008,COD,Normal,151000
601,60,RL,74,10927,Reg,NridgHt,2Story,2005,2005,1058,846,0,1,Gd,0,6,2006,WD,Normal,275000
602,50,RM,50,9000,Reg,IDOTRR,1.5Fin,1937,1950,780,595,0,1,Gd,0,12,2007,WD,Normal,141000
603,60,RL,80,10041,IR1,SawyerW,2Story,1992,1992,927,988,0,1,TA,0,2,2006,WD,Abnorml,220000
604,160,FV,30,3182,Reg,Somerst,2Story,2004,2005,600,600,0,0,NA,0,6,2010,WD,Normal,151000
605,20,RL,88,12803,IR1,CollgCr,1Story,2002,2002,1494,0,0,1,TA,0,9,2008,WD,Normal,221000
606,60,RL,85,13600,Reg,NAmes,2Story,1965,1990,1186,800,0,3,Fa,0,10,2009,WD,Normal,205000
607,20,RL,82,12464,IR2,CollgCr,1Story,1996,1996,1040,0,0,0,NA,0,11,2009,WD,Normal,152000
608,20,RL,78,7800,Reg,Edwards,2Story,1948,2002,1112,896,0,0,NA,0,8,2006,WD,Normal,225000
609,70,RL,78,12168,Reg,Crawfor,2Story,1934,1998,1940,1254,0,2,Gd,0,9,2007,WD,Alloca,359100
610,20,RL,61,7943,Reg,Sawyer,1Story,1961,1961,1029,0,0,0,NA,0,4,2007,WD,Normal,118500
611,60,RL,NA,11050,Reg,CollgCr,2Story,2000,2000,1476,677,0,2,Ex,0,5,2009,WD,Normal,313000
612,80,RL,NA,10395,IR1,NWAmes,SLvl,1978,1978,1032,0,0,1,TA,500,7,2007,WD,Normal,148000
613,60,RL,NA,11885,Reg,CollgCr,2Story,2001,2001,1299,573,0,1,TA,0,11,2009,WD,Normal,261500
614,20,RL,70,8402,Reg,Mitchel,1Story,2007,2007,1120,0,0,0,NA,0,12,2007,New,Partial,147000
615,180,RM,21,1491,Reg,MeadowV,SFoyer,1972,1972,630,0,0,0,NA,0,5,2010,WD,Normal,75500
616,85,RL,80,8800,Reg,NAmes,SFoyer,1963,1963,1054,0,0,0,NA,0,5,2010,WD,Abnorml,137500
617,60,RL,NA,7861,IR1,Gilbert,2Story,2002,2003,807,702,0,1,Gd,0,6,2006,WD,Normal,183200
618,45,RL,59,7227,Reg,NAmes,1.5Unf,1954,1954,832,0,0,0,NA,0,6,2008,WD,Normal,105500
619,20,RL,90,11694,Reg,NridgHt,1Story,2007,2007,1828,0,0,1,Gd,0,7,2007,New,Partial,314813
620,60,RL,85,12244,Reg,Timber,2Story,2003,2003,1482,780,0,2,Gd,0,8,2008,WD,Normal,305000
621,30,RL,45,8248,Reg,Edwards,1Story,1914,1950,864,0,0,0,NA,0,9,2008,WD,Normal,67000
622,60,RL,90,10800,Reg,NWAmes,2Story,1974,1997,1548,1066,0,1,TA,0,6,2008,WD,Normal,240000
623,20,RL,71,7064,Reg,Sawyer,1Story,1977,1977,980,0,0,0,NA,0,7,2009,WD,Normal,135000
624,160,FV,NA,2117,Reg,Somerst,2Story,2000,2000,756,756,0,1,TA,0,6,2007,WD,Normal,168500
625,60,RL,80,10400,Reg,NWAmes,2Story,1972,1972,1012,778,0,1,TA,0,11,2006,WD,Normal,165150
626,20,RL,87,10000,IR1,NAmes,1Story,1962,1962,1116,0,0,0,NA,0,2,2010,WD,Normal,160000
627,20,RL,NA,12342,IR1,NAmes,1Story,1960,1978,1422,0,0,1,TA,600,8,2007,WD,Normal,139900
628,80,RL,80,9600,Reg,NAmes,SLvl,1955,1972,1520,0,0,2,Gd,0,3,2010,WD,Normal,153000
629,60,RL,70,11606,IR1,NAmes,2Story,1969,1969,1040,1040,0,2,TA,0,9,2007,WD,Family,135000
630,80,RL,82,9020,Reg,NAmes,SLvl,1964,1964,1350,0,0,0,NA,0,6,2008,WD,Normal,168500
631,70,RM,50,9000,Reg,OldTown,2Story,1880,1991,1089,661,0,0,NA,0,6,2006,WD,Abnorml,124000
632,120,RL,34,4590,Reg,NridgHt,1Story,2006,2006,1554,0,0,1,Gd,0,8,2007,WD,Normal,209500
633,20,RL,85,11900,Reg,NWAmes,1Story,1977,1977,1411,0,0,1,TA,0,4,2009,WD,Family,82500
634,20,RL,80,9250,Reg,NAmes,1Story,1954,2005,1056,0,0,0,NA,0,7,2007,WD,Normal,139400
635,90,RL,64,6979,Reg,OldTown,SFoyer,1980,1980,1056,0,0,0,NA,600,6,2010,WD,Normal,144000
636,190,RH,60,10896,Reg,SWISU,2.5Fin,1914,1995,1440,1440,515,0,NA,0,3,2007,WD,Abnorml,200000
637,30,RM,51,6120,Reg,BrkSide,1Story,1936,1950,800,0,0,1,Po,0,1,2009,ConLw,Normal,60000
638,190,RM,50,6000,Reg,OldTown,1.5Fin,1954,1954,811,576,0,0,NA,0,11,2009,WD,Normal,93000
639,30,RL,67,8777,Reg,Edwards,1Story,1910,1950,796,0,0,0,NA,0,5,2008,WD,Normal,85000
640,120,RL,53,3982,Reg,Blmngtn,1Story,2006,2006,1567,0,0,1,Gd,0,10,2006,New,Partial,264561
641,120,RL,62,12677,IR1,NridgHt,1Story,2003,2004,1518,0,0,1,Gd,0,4,2008,WD,Normal,274000
642,60,FV,NA,7050,Reg,Somerst,2Story,2001,2001,1057,872,0,1,TA,0,5,2007,WD,Normal,226000
643,80,RL,75,13860,Reg,NAmes,SLvl,1972,1995,2000,704,0,3,TA,0,7,2009,WD,Normal,345000
644,60,RL,80,10793,Reg,NWAmes,2Story,1969,1969,780,840,0,0,NA,0,4,2007,WD,Normal,152000
645,20,FV,85,9187,Reg,Somerst,1Story,2009,2009,1766,0,0,1,Gd,0,10,2009,New,Partial,370878
646,20,RL,NA,10530,IR1,NAmes,1Story,1971,1971,981,0,0,0,NA,0,3,2007,WD,Normal,143250
647,20,RL,60,7200,Reg,NAmes,1Story,1950,1950,1048,0,0,0,NA,0,7,2008,WD,Normal,98300
648,20,RL,85,10452,IR1,Edwards,1Story,1953,1953,1094,0,0,2,Gd,0,6,2008,WD,Normal,155000
649,60,RL,70,7700,Reg,NAmes,2Story,1966,1966,1051,788,0,1,TA,0,6,2010,WD,Normal,155000
650,180,RM,21,1936,Reg,MeadowV,SFoyer,1970,1970,630,0,0,0,NA,0,12,2007,WD,Normal,84500
651,60,FV,65,8125,Reg,Somerst,2Story,2007,2007,822,843,0,0,NA,0,5,2008,WD,Normal,205950
652,70,RL,60,9084,Reg,Edwards,2Story,1940,1950,755,755,0,1,Gd,0,10,2009,WD,Normal,108000
653,60,RL,70,8750,Reg,CollgCr,2Story,1996,1996,909,807,0,1,TA,0,7,2009,WD,Normal,191000
654,50,RM,60,10320,Reg,IDOTRR,1.5Fin,1906,1995,756,713,0,0,NA,0,6,2008,WD,Normal,135000
655,20,RL,91,10437,IR1,NoRidge,1Story,1995,1995,2113,0,0,1,TA,0,8,2008,WD,Normal,350000
656,160,RM,21,1680,Reg,BrDale,2Story,1971,1971,525,567,0,0,NA,0,3,2010,WD,Family,88000
657,20,RL,72,10007,IR1,NAmes,1Story,1959,2006,1053,0,0,0,NA,0,8,2008,WD,Normal,145500
658,70,RL,60,7200,Reg,Crawfor,2Story,1931,2000,851,651,0,1,Gd,0,2,2008,WD,Normal,149000
659,50,RL,78,17503,Reg,NAmes,1.5Fin,1948,1950,912,546,0,1,Gd,0,1,2010,WD,Abnorml,97500
660,20,RL,75,9937,Reg,Edwards,1Story,1964,1999,1486,0,0,0,NA,0,3,2009,WD,Normal,167000
661,60,RL,NA,12384,Reg,NWAmes,2Story,1976,1976,1142,793,0,1,TA,0,11,2007,WD,Normal,197900
662,60,RL,52,46589,IR2,NoRidge,2Story,1994,2005,1686,762,0,1,TA,0,7,2009,WD,Normal,402000
663,20,RL,120,13560,Reg,NAmes,1Story,1968,1968,1392,0,0,2,TA,0,7,2009,WD,Normal,110000
664,85,RL,90,10012,Reg,Edwards,SFoyer,1972,1972,1181,0,0,0,NA,0,4,2008,WD,Normal,137500
665,20,RL,49,20896,IR2,Somerst,1Story,2005,2006,2097,0,0,1,Ex,0,1,2006,New,Partial,423000
666,60,RL,106,11194,IR1,Gilbert,2Story,2000,2000,1454,482,0,1,TA,0,11,2006,WD,Normal,230500
667,60,RL,NA,18450,IR1,NAmes,2Story,1965,1979,1465,915,0,1,Po,0,8,2007,WD,Abnorml,129000
668,20,RL,65,8125,Reg,SawyerW,1Story,1994,1998,1679,0,0,1,Fa,0,10,2008,WD,Normal,193500
669,20,RL,NA,14175,Reg,Sawyer,1Story,1956,1987,1437,0,0,1,TA,0,11,2006,WD,Normal,168000
670,30,RL,80,11600,Reg,Crawfor,1Story,1922,1950,1180,0,0,1,Gd,0,7,2006,WD,Normal,137500
671,60,RL,64,8633,Reg,CollgCr,2Story,2005,2005,738,738,0,0,NA,0,2,2009,WD,Normal,173500
672,70,RH,54,6629,Reg,Edwards,2Story,1925,1950,697,672,0,0,NA,0,7,2009,WD,Normal,103600
673,20,RL,NA,11250,IR1,Veenker,1Story,1977,1977,1208,0,0,1,TA,0,6,2006,WD,Normal,165000
674,20,RL,110,14442,Reg,Crawfor,1Story,1957,2004,1839,0,0,2,TA,0,6,2007,WD,Normal,257500
